불량일자,라인,제품코드,제품명,불량유형,불량수량,불량중량_kg,원인,조치사항,처리구분,검사자,LOT번호,비고
2026-01-14,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,김품질,L260114-19,
2026-01-14,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,필링 부족,필링 투입량 재설정,재작업,이검사,L260114-20,
2026-01-14,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,폐기,최검사,L260114-21,
2026-01-14,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,김품질,L260114-22,
2026-01-15,DUBAI,DCK-C,두바이코코아,성형불량,8,0.9,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,등급변경,김품질,L260115-01,
2026-01-15,DUBAI,DCK-C,두바이코코아,외관불량,5,0.5,코팅 두께 불균일,코팅 도구 세척 및 재템퍼링,등급변경,최검사,L260115-02,
2026-01-15,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,필링 계량 오차,계량기 재보정,재작업,박검사,L260115-03,
2026-01-15,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,필링 부족,필링 투입량 재설정,폐기,최검사,L260115-04,
2026-01-15,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,재작업,김품질,L260115-05,
2026-01-15,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,폐기,김품질,L260115-06,
2026-01-15,DUBAI,DCK-M,두바이말차,성형불량,3,0.3,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,등급변경,박검사,L260115-07,
2026-01-15,DUBAI,DCK-M,두바이말차,외관불량,3,0.3,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,등급변경,김품질,L260115-08,
2026-01-15,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,폐기,이검사,L260115-09,
2026-01-15,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,필링 부족,필링 투입량 재설정,등급변경,최검사,L260115-10,
2026-01-15,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,김품질,L260115-11,
2026-01-15,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,박검사,L260115-12,
2026-01-15,ITALY,ICK-D,이태리다크,성형불량,3,0.3,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,재작업,최검사,L260115-13,
2026-01-15,ITALY,ICK-D,이태리다크,외관불량,2,0.2,코팅 두께 불균일,코팅 도구 세척 및 재템퍼링,등급변경,박검사,L260115-14,
2026-01-15,ITALY,ICK-D,이태리다크,필링불량,1,0.1,필링 계량 오차,계량기 재보정,등급변경,최검사,L260115-15,
2026-01-15,ITALY,ICK-D,이태리다크,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,폐기,박검사,L260115-16,
2026-01-15,ITALY,ICK-O,이태리오리지널,성형불량,3,0.3,성형 틀 마모,성형 틀 교체,등급변경,최검사,L260115-17,
2026-01-15,ITALY,ICK-O,이태리오리지널,외관불량,2,0.2,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,등급변경,박검사,L260115-18,
2026-01-15,ITALY,ICK-O,이태리오리지널,필링불량,1,0.1,필링 계량 오차,계량기 재보정,재작업,최검사,L260115-19,
2026-01-15,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,등급변경,박검사,L260115-20,
2026-01-16,DUBAI,DCK-C,두바이코코아,성형불량,6,0.6,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),등급변경,박검사,L260116-01,
2026-01-16,DUBAI,DCK-C,두바이코코아,외관불량,4,0.4,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,등급변경,최검사,L260116-02,
2026-01-16,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,필링 계량 오차,계량기 재보정,폐기,박검사,L260116-03,
2026-01-16,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,반죽 분할 오차,분할기 재보정,폐기,최검사,L260116-04,
2026-01-16,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,김품질,L260116-05,
2026-01-16,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,등급변경,박검사,L260116-06,
2026-01-16,DUBAI,DCK-M,두바이말차,성형불량,5,0.6,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),폐기,최검사,L260116-07,
2026-01-16,DUBAI,DCK-M,두바이말차,외관불량,2,0.2,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,폐기,이검사,L260116-08,
2026-01-16,DUBAI,DCK-M,두바이말차,필링불량,1,0.1,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,재작업,김품질,L260116-09,
2026-01-16,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,필링 부족,필링 투입량 재설정,재작업,이검사,L260116-10,
2026-01-16,ITALY,ICK-D,이태리다크,성형불량,4,0.4,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),등급변경,박검사,L260116-11,
2026-01-16,ITALY,ICK-D,이태리다크,외관불량,2,0.2,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,재작업,김품질,L260116-12,
2026-01-16,ITALY,ICK-D,이태리다크,필링불량,1,0.1,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,재작업,박검사,L260116-13,
2026-01-16,ITALY,ICK-D,이태리다크,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,등급변경,최검사,L260116-14,
2026-01-16,ITALY,ICK-O,이태리오리지널,성형불량,4,0.4,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),폐기,박검사,L260116-15,
2026-01-16,ITALY,ICK-O,이태리오리지널,외관불량,3,0.3,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,등급변경,최검사,L260116-16,
2026-01-16,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 계량 오차,계량기 재보정,등급변경,박검사,L260116-17,
2026-01-16,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,재작업,최검사,L260116-18,
2026-01-16,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,재작업,김품질,L260116-19,
2026-01-16,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,박검사,L260116-20,
2026-01-17,DUBAI,DCK-C,두바이코코아,성형불량,8,0.9,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,폐기,최검사,L260117-01,
2026-01-17,DUBAI,DCK-C,두바이코코아,외관불량,5,0.5,표면 크랙,냉각 속도 조정,등급변경,이검사,L260117-02,
2026-01-17,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,필링 온도 부적절,필링 보온 온도 재설정,폐기,김품질,L260117-03,
2026-01-17,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,폐기,이검사,L260117-04,
2026-01-17,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,재작업,최검사,L260117-05,
2026-01-17,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,실링 불량,실링기 점검,등급변경,최검사,L260117-06,
2026-01-17,DUBAI,DCK-M,두바이말차,성형불량,5,0.5,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),등급변경,김품질,L260117-07,
2026-01-17,DUBAI,DCK-M,두바이말차,외관불량,3,0.3,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,재작업,최검사,L260117-08,
2026-01-17,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,필링 계량 오차,계량기 재보정,폐기,박검사,L260117-09,
2026-01-17,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,폐기,이검사,L260117-10,
2026-01-17,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,최검사,L260117-11,
2026-01-17,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,김품질,L260117-12,
2026-01-17,ITALY,ICK-D,이태리다크,성형불량,3,0.3,성형 틀 마모,성형 틀 교체,등급변경,최검사,L260117-13,
2026-01-17,ITALY,ICK-D,이태리다크,외관불량,2,0.2,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,재작업,이검사,L260117-14,
2026-01-17,ITALY,ICK-D,이태리다크,필링불량,1,0.1,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,폐기,김품질,L260117-15,
2026-01-17,ITALY,ICK-D,이태리다크,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,등급변경,이검사,L260117-16,
2026-01-17,ITALY,ICK-O,이태리오리지널,성형불량,4,0.4,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),등급변경,최검사,L260117-17,
2026-01-17,ITALY,ICK-O,이태리오리지널,외관불량,3,0.3,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,폐기,이검사,L260117-18,
2026-01-17,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,등급변경,김품질,L260117-19,
2026-01-17,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,필링 부족,필링 투입량 재설정,재작업,박검사,L260117-20,
2026-01-17,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,이검사,L260117-21,
2026-01-17,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,최검사,L260117-22,
2026-01-20,DUBAI,DCK-C,두바이코코아,성형불량,7,0.7,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,등급변경,김품질,L260120-01,
2026-01-20,DUBAI,DCK-C,두바이코코아,외관불량,5,0.5,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,등급변경,이검사,L260120-02,
2026-01-20,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,필링 온도 부적절,필링 보온 온도 재설정,등급변경,김품질,L260120-03,
2026-01-20,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,필링 부족,필링 투입량 재설정,등급변경,이검사,L260120-04,
2026-01-20,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,폐기,최검사,L260120-05,
2026-01-20,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,실링 불량,실링기 점검,폐기,최검사,L260120-06,
2026-01-20,DUBAI,DCK-M,두바이말차,성형불량,5,0.5,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,재작업,김품질,L260120-07,
2026-01-20,DUBAI,DCK-M,두바이말차,외관불량,2,0.2,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,재작업,최검사,L260120-08,
2026-01-20,DUBAI,DCK-M,두바이말차,필링불량,1,0.1,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,재작업,박검사,L260120-09,
2026-01-20,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,등급변경,최검사,L260120-10,
2026-01-20,ITALY,ICK-D,이태리다크,성형불량,2,0.2,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,등급변경,김품질,L260120-11,
2026-01-20,ITALY,ICK-D,이태리다크,외관불량,2,0.2,표면 크랙,냉각 속도 조정,폐기,이검사,L260120-12,
2026-01-20,ITALY,ICK-D,이태리다크,필링불량,1,0.1,필링 계량 오차,계량기 재보정,재작업,김품질,L260120-13,
2026-01-20,ITALY,ICK-D,이태리다크,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,폐기,이검사,L260120-14,
2026-01-20,ITALY,ICK-O,이태리오리지널,성형불량,4,0.4,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),재작업,최검사,L260120-15,
2026-01-20,ITALY,ICK-O,이태리오리지널,외관불량,3,0.3,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,폐기,이검사,L260120-16,
2026-01-20,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,재작업,김품질,L260120-17,
2026-01-20,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,등급변경,이검사,L260120-18,
2026-01-20,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,등급변경,최검사,L260120-19,
2026-01-20,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,실링 불량,실링기 점검,폐기,최검사,L260120-20,
2026-01-21,DUBAI,DCK-C,두바이코코아,성형불량,6,0.6,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,등급변경,박검사,L260121-01,
2026-01-21,DUBAI,DCK-C,두바이코코아,외관불량,4,0.4,표면 크랙,냉각 속도 조정,등급변경,김품질,L260121-02,
2026-01-21,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,필링 온도 부적절,필링 보온 온도 재설정,재작업,박검사,L260121-03,
2026-01-21,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,필링 부족,필링 투입량 재설정,재작업,최검사,L260121-04,
2026-01-21,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,김품질,L260121-05,
2026-01-21,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,실링 불량,실링기 점검,등급변경,박검사,L260121-06,
2026-01-21,DUBAI,DCK-M,두바이말차,성형불량,4,0.4,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,폐기,최검사,L260121-07,
2026-01-21,DUBAI,DCK-M,두바이말차,외관불량,3,0.3,표면 크랙,냉각 속도 조정,등급변경,박검사,L260121-08,
2026-01-21,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,최검사,L260121-09,
2026-01-21,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,필링 부족,필링 투입량 재설정,등급변경,박검사,L260121-10,
2026-01-21,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,등급변경,이검사,L260121-11,
2026-01-21,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,등급변경,최검사,L260121-12,
2026-01-21,ITALY,ICK-D,이태리다크,성형불량,3,0.3,성형 틀 마모,성형 틀 교체,등급변경,박검사,L260121-13,
2026-01-21,ITALY,ICK-D,이태리다크,외관불량,2,0.2,표면 크랙,냉각 속도 조정,폐기,김품질,L260121-14,
2026-01-21,ITALY,ICK-D,이태리다크,필링불량,1,0.1,필링 계량 오차,계량기 재보정,재작업,박검사,L260121-15,
2026-01-21,ITALY,ICK-D,이태리다크,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,재작업,최검사,L260121-16,
2026-01-21,ITALY,ICK-O,이태리오리지널,성형불량,3,0.3,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,폐기,김품질,L260121-17,
2026-01-21,ITALY,ICK-O,이태리오리지널,외관불량,2,0.2,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,등급변경,최검사,L260121-18,
2026-01-21,ITALY,ICK-O,이태리오리지널,필링불량,1,0.1,필링 온도 부적절,필링 보온 온도 재설정,등급변경,김품질,L260121-19,
2026-01-21,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,재작업,이검사,L260121-20,
2026-01-22,DUBAI,DCK-C,두바이코코아,성형불량,8,0.9,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),폐기,박검사,L260122-01,
2026-01-22,DUBAI,DCK-C,두바이코코아,외관불량,5,0.5,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,폐기,김품질,L260122-02,
2026-01-22,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,박검사,L260122-03,
2026-01-22,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,필링 부족,필링 투입량 재설정,등급변경,최검사,L260122-04,
2026-01-22,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,재작업,김품질,L260122-05,
2026-01-22,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,박검사,L260122-06,
2026-01-22,DUBAI,DCK-M,두바이말차,성형불량,5,0.5,성형 틀 마모,성형 틀 교체,등급변경,이검사,L260122-07,
2026-01-22,DUBAI,DCK-M,두바이말차,외관불량,4,0.4,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,등급변경,박검사,L260122-08,
2026-01-22,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,이검사,L260122-09,
2026-01-22,DUBAI,DCK-M,두바이말차,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,등급변경,김품질,L260122-10,
2026-01-22,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,재작업,박검사,L260122-11,
2026-01-22,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,폐기,이검사,L260122-12,
2026-01-22,ITALY,ICK-D,이태리다크,성형불량,2,0.2,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),폐기,최검사,L260122-13,
